"MBNo","MBDate","ROCode","RONo","Amt"
"JK1810013454",29-10-2018 0:00:00,$1175.00,$3230.00,$27449.00
"JK1810013453",29-10-2018 0:00:00,$1176.00,$3231.00,$102952.00
"JK1810013452",29-10-2018 0:00:00,$1177.00,$3232.00,$61772.00
"JK1810013451",29-10-2018 0:00:00,$1174.00,$3229.00,$36539.00
"JK1810012906",28-10-2018 0:00:00,$1178.00,$3233.00,$26977.00
"JK1810013534",29-10-2018 0:00:00,$1178.00,$3233.00,$16318.00
"JK1810013450",29-10-2018 0:00:00,$1172.00,$3227.00,$4025.00
"JK1810014111",29-10-2018 0:00:00,$1180.00,$3235.00,$4569.00
"JK1810014109",30-10-2018 0:00:00,$1179.00,$3234.00,$43295.00
"JK1810014110",30-10-2018 0:00:00,$1181.00,$3236.00,$3264.00
"JK1810014919",31-10-2018 0:00:00,$1187.00,$3242.00,$8567.00
"JK1810014917",31-10-2018 0:00:00,$1183.00,$3238.00,$13271.00
"JK1810014918",31-10-2018 0:00:00,$1186.00,$3241.00,$3886.00
"JK1809000223",1-9-2018 0:00:00,$985.00,$3040.00,$23815.00
"JK1809000671",2-9-2018 0:00:00,$987.00,$3042.00,$37296.00
"JK1809000672",2-9-2018 0:00:00,$988.00,$3043.00,$922679.00
"JK1809001624",5-9-2018 0:00:00,$989.00,$3044.00,$23815.00
"JK1809002031",6-9-2018 0:00:00,$996.00,$3051.00,$21348.00
"JK1809002030",5-9-2018 0:00:00,$995.00,$3050.00,$28420.00
"JK1809002029",6-9-2018 0:00:00,$994.00,$3049.00,$10490.00
"JK1809003447",9-9-2018 0:00:00,$1002.00,$3057.00,$15512.00
"JK1809003448",9-9-2018 0:00:00,$1001.00,$3056.00,$61538.00
"JK1809003856",8-9-2018 0:00:00,$1001.00,$3056.00,$16667.00
"JK1809003802",10-9-2018 0:00:00,$993.00,$3048.00,$28577.00
"JK1809003801",10-9-2018 0:00:00,$990.00,$3045.00,$53729.00
"JK1809004916",13-9-2018 0:00:00,$1006.00,$3061.00,$10722.00
"JK1809004917",13-9-2018 0:00:00,$1006.00,$3061.00,$12471.00
"JK1809005767",15-9-2018 0:00:00,$1008.00,$3063.00,$3418.00
"JK1809005766",15-9-2018 0:00:00,$1004.00,$3059.00,$28577.00
"JK1809005768",15-9-2018 0:00:00,$1007.00,$3062.00,$19392.00
"JK1809006360",16-9-2018 0:00:00,$1015.00,$3070.00,$8702.00
"JK18090006817",17-9-2018 0:00:00,$1009.00,$3064.00,$47320.00
"JK1809006815",17-9-2018 0:00:00,$1016.00,$3071.00,$3186.00
"JK1809006814",17-9-2018 0:00:00,$1013.00,$3068.00,$36539.00
"JK1809006813",17-9-2018 0:00:00,$1010.00,$3065.00,$4352.00
"JK1809006816",15-9-2018 0:00:00,$1014.00,$3069.00,$27449.00
"18-9-2018",19-9-2018 0:00:00,$1019.00,$3074.00,$2254.00
"JK1809007162",18-9-2018 0:00:00,$1020.00,$3075.00,$5594.00
"JK1809007164",18-9-2018 0:00:00,$1022.00,$3077.00,$5440.00
"JK1809007466",19-9-2018 0:00:00,$1023.00,$3078.00,$10490.00
"JK18007880",20-9-2018 0:00:00,$1026.00,$3081.00,$10956.00
"JK1809007878",20-9-2018 0:00:00,$1024.00,$3079.00,$51282.00
"JK1809007879",20-9-2018 0:00:00,$1025.00,$3080.00,$29769.00
"JK18098282",21-9-2018 0:00:00,$1027.00,$3082.00,$4896.00
"01840",27-11-2018 0:00:00,$1277.00,$3332.00,$5900.00
"607",7-11-2018 0:00:00,$1198.00,$3253.00,$4915.00
"2019",29-11-2018 0:00:00,$1198.00,$3253.00,$1452.00
"BCUP18RV-0036991",12-11-2018 0:00:00,$1201.00,$3256.00,$7854.00
"BCUP18RV-0036840",12-11-2018 0:00:00,$1202.00,$3257.00,$8782.00
"QCNS0128151819",26-11-2018 0:00:00,$1158.00,$3213.00,$20815.00
"QCNS0133341819",6-12-2018 0:00:00,$1261.00,$3316.00,$1859.00
"QCNS0133411819",6-12-2018 0:00:00,$1275.00,$3330.00,$2788.00
"QCNS0133001819",6-12-2018 0:00:00,$1247.00,$3302.00,$9293.00
"QCNS0134181819",7-12-2018 0:00:00,$1248.00,$3303.00,$9293.00
"QCNS0138211819",14-12-2018 0:00:00,$1294.00,$3349.00,$3717.00
"QCNS0137581819",13-12-2018 0:00:00,$1288.00,$3343.00,$3717.00
"QCNS0137781819",13-12-2018 0:00:00,$1260.00,$3315.00,$10408.00
"QCNS0137631819",13-12-2018 0:00:00,$1289.00,$3344.00,$5576.00
"QCNS0129871819",30-11-2018 0:00:00,$1171.00,$3226.00,$11151.00
"QCNS0129831819",30-11-2018 0:00:00,$1169.00,$3224.00,$7434.00
"QCNS0129851819",30-11-2018 0:00:00,$1170.00,$3225.00,$11151.00
"UP/DEC/18-19/074",19-12-2018 0:00:00,$1300.00,$3355.00,$2548.00
"UP/DEC/18-19/075",19-12-2018 0:00:00,$1298.00,$3353.00,$2548.00
"QCNS0151041819",7-1-2019 0:00:00,$1315.00,$3370.00,$11151.00
"QCNS0149581819",4-1-2019 0:00:00,$1385.00,$3440.00,$3717.00
"QCNS0149521819",4-1-2019 0:00:00,$1376.00,$3431.00,$1859.00
"QCNS0149241819",4-1-2019 0:00:00,$1323.00,$3378.00,$5576.00
"QCNS0149231819",4-1-2019 0:00:00,$1324.00,$3379.00,$1859.00
"QCNS0149221819",4-1-2019 0:00:00,$1320.00,$3375.00,$3717.00
"QCNS0149211819",4-1-2019 0:00:00,$1322.00,$3377.00,$5576.00
"QCNS0149161819",4-1-2019 0:00:00,$1317.00,$3372.00,$3717.00
"QCNS0149151819",4-1-2019 0:00:00,$1316.00,$3371.00,$5576.00
"QCNS0150981819",7-1-2019 0:00:00,$1314.00,$3369.00,$18585.00
"QCNS0151021819",7-1-2019 0:00:00,$1313.00,$3368.00,$18585.00
"UP-I-1819-43418",17-12-2018 0:00:00,$1357.00,$3412.00,$22776.60
"UP-I-1819-434289",18-12-2018 0:00:00,$1319.00,$3374.00,$1708.25
"UP-I-1819-433092",17-12-2018 0:00:00,$1328.00,$3383.00,$1708.25
"UP-I-1819-426220",4-12-2018 0:00:00,$1301.00,$3356.00,$6683.04
"UP-I-1819-441814",28-12-2018 0:00:00,$1382.00,$3437.00,$13387.50
"UP-I-1819-445356",31-12-2018 0:00:00,$1280.00,$3335.00,$9594.38
"94649",14-1-2019 0:00:00,$1438.00,$3493.00,$1531.64
"BCUP18RV-0042635",17-12-2018 0:00:00,$1349.00,$3404.00,$7283.00
"BCUP18RV-0045872",10-1-2019 0:00:00,$1349.00,$3404.00,$6426.00
"BCUP18RV-0046608",14-1-2019 0:00:00,$1423.00,$3478.00,$6426.00
"1802326011",9-10-2018 0:00:00,$1074.00,$3129.00,$4498.00
"1904662931",13-10-2019 0:00:00,$1096.00,$3151.00,$490.35
"95009",22-1-2019 0:00:00,$1480.00,$3535.00,$1010.08
"UP0918010410",31-1-2019 0:00:00,$1456.00,$3511.00,$4672.00
"QCNS0172741819",5-2-2019 0:00:00,$1460.00,$3515.00,$5576.00
"QCNS0171451819",4-2-2019 0:00:00,$1424.00,$3479.00,$8364.00
"QCNS0171461819",4-2-2019 0:00:00,$1425.00,$3480.00,$8364.00
"QCNS0171431819",4-2-2019 0:00:00,$1463.00,$3518.00,$9293.00
"QCNS0180861819",16-2-2019 0:00:00,$1451.00,$3506.00,$7434.00
"QCNS0181331819",20-2-2019 0:00:00,$1459.00,$3514.00,$11151.00
"QCNS0180701819",19-2-2019 0:00:00,$1494.00,$3549.00,$5576.00
"56",20-1-2019 0:00:00,$1469.00,$3524.00,$7080.00
"55",20-1-2019 0:00:00,$1416.00,$3471.00,$14160.00
"54",20-1-2019 0:00:00,$1374.00,$3429.00,$21240.00
"QCNS0183431819",26-2-2019 0:00:00,$1468.00,$3523.00,$14868.00
"QCNS0184451819",27-2-2019 0:00:00,$1521.00,$3576.00,$3186.00
"QCNS016791819",30-1-2019 0:00:00,$1389.00,$3444.00,$14868.00
"BCUP18RV-0057994",15-3-2019 0:00:00,$1585.00,$3640.00,$4926.60
"QCNS01198941819",20-3-2019 0:00:00,$1518.00,$3573.00,$11151.00
"QCNS0205021819",28-3-2049 0:00:00,$1558.00,$3613.00,$14868.00
"QCNS0205461819",29-3-2019 0:00:00,$1602.00,$3657.00,$1859.00
"QCNS0205471819",2-3-2019 0:00:00,$1601.00,$3656.00,$1859.00
"QCNS0189291819",8-3-2019 0:00:00,$1495.00,$3550.00,$11151.00
"QCNS0185321819",1-3-2019 0:00:00,$1517.00,$3572.00,$3717.00
"BCUP158RV-060300",31-3-2019 0:00:00,$1643.00,$3698.00,$4926.60
"QCNS0000961920",5-4-2019 0:00:00,$1580.00,$3635.00,$11151.00
"QCNS0000931920",5-4-2019 0:00:00,$1584.00,$3639.00,$11151.00
"QCNS0000201920",5-4-2019 0:00:00,$1612.00,$3667.00,$5576.00
"QCNS0000231920",5-4-2019 0:00:00,$1623.00,$3678.00,$3717.00
"UP-1-1819-502512",18-3-2019 0:00:00,$1605.00,$3660.00,$1708.25
"UP-I-1819-502519",18-3-2019 0:00:00,$1611.00,$3666.00,$1708.25
"UP-I-1819-502523",18-3-2019 0:00:00,$1616.00,$3671.00,$854.12
"UP-I-1819-506245",25-3-2019 0:00:00,$1620.00,$3675.00,$988.00
"UP-I-1819-506244",25-3-2019 0:00:00,$1626.00,$3681.00,$1708.25
"UP-I-1819-507460",18-3-2019 0:00:00,$1622.00,$3677.00,$1708.25
"UP-I-1819-508386",27-3-2019 0:00:00,$1635.00,$3690.00,$1708.25
"UP-I-1819-511087",30-3-2019 0:00:00,$1648.00,$3703.00,$565.85
"UP-I-1920-003003",6-4-2019 0:00:00,$1669.00,$3724.00,$1708.25
"UP-I-1920-002154",8-4-2019 0:00:00,$1664.00,$3719.00,$4284.00
"1803308420",24-2-2019 0:00:00,$1563.00,$3618.00,$4462.50
"UP-I-1819-513442",31-3-2019 0:00:00,$1633.00,$3688.00,$44625.00
"UP-I-1819-513443",31-3-2019 0:00:00,$1638.00,$3693.00,$10710.00
"UP-I-1819-513444",31-3-2019 0:00:00,$1639.00,$3694.00,$8925.00
"QCNS0005051920",11-4-2019 0:00:00,$1591.00,$3646.00,$22302.00
"QCNS0005081920",11-4-2019 0:00:00,$1603.00,$3658.00,$7434.00
"UP/AOR/19-20/024",12-4-2019 0:00:00,$1634.00,$3689.00,$15292.00
"UP/APR/19-20/011",10-4-2019 0:00:00,$1581.00,$3636.00,$10196.00
"UP/MAR/19-20/145",29-3-2019 0:00:00,$1614.00,$3669.00,$2548.00
"UP/MAR/18-19/042",12-3-2019 0:00:00,$1498.00,$3553.00,$10196.00
"UP/MAR/18-19/146",29-3-2019 0:00:00,$1615.00,$3670.00,$2548.00
"UP/FEB/18-19/145",28-2-2019 0:00:00,$1533.00,$3588.00,$10196.00
"UP/APR/19-20/029",15-4-2019 0:00:00,$1604.00,$3659.00,$10196.00
"21",27-4-2019 0:00:00,$1657.00,$3712.00,$1888.00
"09",3-4-2019 0:00:00,$1657.00,$3712.00,$4918.00
"QCNS0025451920",17-5-2019 0:00:00,$1730.00,$3785.00,$1982.00
"QCNS0025461920",17-5-2019 0:00:00,$1729.00,$3784.00,$2974.00
"QCNS0026971920",21-5-2019 0:00:00,$1679.00,$3734.00,$7930.00
"QCNS0035231920",29-5-2019 0:00:00,$1691.00,$3746.00,$23789.00
"QCNS0030251920",24-6-2019 0:00:00,$1742.00,$3797.00,$2974.00
"09134UP1920131",31-5-2019 0:00:00,$1748.00,$3803.00,$55165.00
"HP-883",25-6-2019 0:00:00,$1851.00,$3906.00,$12154.00
"QCNS0047931920",19-6-2019 0:00:00,$1829.00,$3884.00,$1982.00
"QCNS0047851920",19-6-2019 0:00:00,$1758.00,$3813.00,$1982.00
"QCNS0048691920",20-6-2019 0:00:00,$1791.00,$3846.00,$7930.00
"QCNS0048561920",20-6-2019 0:00:00,$1750.00,$3805.00,$5947.00
"QCNS0047821920",19-6-2019 0:00:00,$1754.00,$3809.00,$3965.00
"QCNS0050771920",25-6-2019 0:00:00,$1753.00,$3808.00,$23789.00
"QCNS0038371920",3-6-2019 0:00:00,$1720.00,$3775.00,$7930.00
"QCNS0038221920",3-6-2019 0:00:00,$1732.00,$3787.00,$7930.00
"QCNS0044051920",12-6-2019 0:00:00,$1749.00,$3804.00,$2974.00
"QCNS0044061920",12-6-2019 0:00:00,$1751.00,$3806.00,$2974.00
"QCNS0044071920",12-6-2019 0:00:00,$1757.00,$3812.00,$3965.00
"QCNS0044081920",12-6-2019 0:00:00,$1759.00,$3814.00,$1982.00
"QCNS0044141920",12-6-2019 0:00:00,$1761.00,$3816.00,$1982.00
"QCNS0043901920",12-6-2019 0:00:00,$1743.00,$3798.00,$7930.00
"QCNS0044921920",13-6-2019 0:00:00,$1780.00,$3835.00,$5947.00
"QCNS0044931920",13-6-2019 0:00:00,$1803.00,$3858.00,$8921.00
"QCNS0006141920",15-4-2019 0:00:00,$1583.00,$3638.00,$7434.00
"QCNS0010191920",24-4-2019 0:00:00,$1678.00,$3733.00,$2974.00
"QCNS0010211920",24-4-2019 0:00:00,$1687.00,$3742.00,$1982.00
"QCNS0022591920",10-5-2019 0:00:00,$1651.00,$3706.00,$7434.00
"QCNS0012591920",25-4-2019 0:00:00,$1595.00,$3650.00,$11151.00
"QCNS0008171920",22-4-2019 0:00:00,$1593.00,$3648.00,$11151.00
"QCNS0008701920",23-4-2019 0:00:00,$1652.00,$3707.00,$3717.00
"QCNS0015861920",30-4-2019 0:00:00,$1653.00,$3708.00,$5576.00
"QCNS000631920",15-4-2019 0:00:00,$1644.00,$3699.00,$3717.00
"QCNS0035561920",30-5-2019 0:00:00,$1654.00,$3709.00,$1859.00
"QCNS0043951920",12-6-2019 0:00:00,$1654.00,$3709.00,$1859.00
"46",29-5-2019 0:00:00,$1739.00,$3794.00,$1180.00
"215",30-5-2019 0:00:00,$1739.00,$3794.00,$4918.00
"QCNS0020341920",7-5-2019 0:00:00,$1627.00,$3682.00,$11151.00
"QCNS0020221920",7-5-2019 0:00:00,$1677.00,$3732.00,$7930.00
"QCNS00194701920",7-5-2019 0:00:00,$1650.00,$3705.00,$2788.00
"QCNS0013711920",26-4-2019 0:00:00,$1596.00,$3651.00,$14868.00
"QCNS0042351920",10-6-2019 0:00:00,$1776.00,$3831.00,$3965.00
"QCNS0023561920",13-6-2019 0:00:00,$1654.00,$3709.00,$7434.00
"04",7-5-2019 0:00:00,$1551.00,$3606.00,$21240.00
"05",7-5-2019 0:00:00,$1630.00,$3685.00,$21240.00
"06",7-5-2019 0:00:00,$1631.00,$3686.00,$14160.00
"07",7-5-2019 0:00:00,$1665.00,$3720.00,$14160.00
"08",8-5-2019 0:00:00,$1629.00,$3684.00,$7080.00
"09",8-5-2019 0:00:00,$1712.00,$3767.00,$7080.00
"1803336486",30-4-2019 0:00:00,$1220.00,$3275.00,$4462.00
"1904703270",30-3-2019 0:00:00,$1649.00,$3704.00,$401.63
"1803325308",30-3-2019 0:00:00,$1646.00,$3701.00,$8032.50
"1803330889",12-4-2019 0:00:00,$1681.00,$3736.00,$10710.00
"1803336395",30-4-2019 0:00:00,$1710.00,$3765.00,$2570.40
"ADC1920/DL/00188",11-6-2019 0:00:00,$1764.00,$3819.00,$4065.00
"ADC1920/DL/00255",27-6-2019 0:00:00,$1818.00,$3873.00,$8201.00
"ADC1920/DL/00266",5-6-2019 0:00:00,$1763.00,$3818.00,$8228.00
"ADC1920/DL/00195",11-6-2019 0:00:00,$1762.00,$3817.00,$2032.00
"246",13-6-2019 0:00:00,$1841.00,$3896.00,$14653.00
"94",19-7-2019 0:00:00,$1898.00,$3953.00,$2242.00
"330",6-7-2019 0:00:00,$1898.00,$3953.00,$4918.00
"95",20-7-2019 0:00:00,$1916.00,$3971.00,$1180.00
"",29-7-2019 0:00:00,$1916.00,$3971.00,$3500.00
"97407",3-8-2019 0:00:00,$1952.00,$4007.00,$1531.64
"QCNS0059681920",11-7-2019 0:00:00,$1826.00,$3881.00,$7930.00
"QCNS0062561920",19-7-2019 0:00:00,$1884.00,$3939.00,$3965.00
"QCNS006257192",19-7-2019 0:00:00,$1874.00,$3929.00,$1982.00
"QCNS0062581920",19-7-2019 0:00:00,$1878.00,$3933.00,$2974.00
"QCNS006291920",19-7-2019 0:00:00,$1877.00,$3932.00,$1982.00
"QCNS0062631920",19-7-2019 0:00:00,$1899.00,$3954.00,$1982.00
"08JA0/19/21096",5-8-2019 0:00:00,$1946.00,$4001.00,$3534.00
"BCUP19RV-0020992",6-8-2019 0:00:00,$1951.00,$4006.00,$3855.00
"QCNS0071221920",8-8-2019 0:00:00,$1894.00,$3949.00,$7930.00
"QCNS0069711920",5-8-2019 0:00:00,$1928.00,$3983.00,$29743.00
"BCUP19RV-0022599",16-8-2019 0:00:00,$1974.00,$4029.00,$7711.00
"UP0919003866",15-8-2019 0:00:00,$1970.00,$4025.00,$5997.32
"AD1909005582",31-7-2019 0:00:00,$1940.00,$3995.00,$87393.00
"HP-1475",30-8-2019 0:00:00,$2012.00,$4067.00,$15930.00
"BCUP19RV-0024030",27-8-2019 0:00:00,$2002.00,$4057.00,$3213.00
"QCNS0065271920",26-7-2019 0:00:00,$1891.00,$3946.00,$3965.00
"QCNS0076431920",22-8-2019 0:00:00,$1962.00,$4017.00,$1982.00
"QCNS007739920",26-8-2019 0:00:00,$1949.00,$4004.00,$7930.00
"QCNS0067781920",30-7-2019 0:00:00,$1875.00,$3930.00,$7930.00
"QCNS0079871920",15-8-2019 0:00:00,$1953.00,$4008.00,$7930.00
"QCNS0079891920",29-8-2019 0:00:00,$1961.00,$4016.00,$5947.00
"QCNS0079681920",29-8-2019 0:00:00,$1978.00,$4033.00,$5947.00
"JK1907000170",1-7-2019 0:00:00,$1866.00,$3921.00,$28663.00
"JHK1907000171",1-7-2019 0:00:00,$1868.00,$3923.00,$5548.00
"JK1907000172",1-7-2019 0:00:00,$1867.00,$3922.00,$10988.00
"JK1907000535",2-7-2019 0:00:00,$1870.00,$3925.00,$15384.00
"JK1908008289",19-8-2019 0:00:00,$1992.00,$4047.00,$3147.00
"JK1908008288",19-8-2019 0:00:00,$1991.00,$4046.00,$22727.00
"JK1908007942",18-8-2019 0:00:00,$1987.00,$4042.00,$12820.00
"JK1908007277",17-8-2019 0:00:00,$1989.00,$4044.00,$5128.00
"JK1908007276",17-8-2019 0:00:00,$1988.00,$4043.00,$23076.00
"JK1908005655",14-8-2019 0:00:00,$1980.00,$4035.00,$14918.00
"JK1908005654",14-8-2019 0:00:00,$1979.00,$4034.00,$17948.00
"JK1908005311",13-8-2019 0:00:00,$1976.00,$4031.00,$12237.00
"BCUP19RV-0023500",22-8-2019 0:00:00,$1959.00,$4014.00,$20706.00
"JK1908005310",13-8-2019 0:00:00,$1975.00,$4030.00,$40094.00
"JK1908005058",12-8-2019 0:00:00,$1964.00,$4019.00,$22727.00
"JK1908005057",12-8-2019 0:00:00,$1965.00,$4020.00,$3147.00
"JK1908004609",11-8-2019 0:00:00,$1969.00,$4024.00,$5128.00
"JK1908004608",11-8-2019 0:00:00,$1968.00,$4023.00,$101539.00
"JK1908002313",7-8-2019 0:00:00,$1955.00,$4010.00,$3076.00
"JK1908000585",2-8-2019 0:00:00,$1944.00,$3999.00,$17948.00
"JK1908000187",1-8-2019 0:00:00,$1943.00,$3998.00,$5128.00
"JK1907013134",31-7-2019 0:00:00,$1938.00,$3993.00,$21795.00
"JK1907013133",31-7-2019 0:00:00,$1939.00,$3994.00,$3671.00
"JK1907012199",29-7-2019 0:00:00,$1936.00,$3991.00,$23076.00
"JK1907012198",29-7-2019 0:00:00,$1935.00,$3990.00,$12237.00
"JK1907012197",29-7-2019 0:00:00,$1933.00,$3988.00,$3613.00
"JK21907010584",25-7-2019 0:00:00,$1926.00,$3981.00,$3671.00
"JK190709996",25-7-2019 0:00:00,$1925.00,$3980.00,$5128.00
"JK1907009995",25-7-2019 0:00:00,$1923.00,$3978.00,$101539.00
"JK1907009608",24-7-2019 0:00:00,$1922.00,$3977.00,$29953.00
"JK19070085546",21-7-2019 0:00:00,$1917.00,$3972.00,$15384.00
"JK1907007913",20-7-2019 0:00:00,$1912.00,$3967.00,$12237.00
"JK1907007912",20-7-2019 0:00:00,$1914.00,$3969.00,$23076.00
"JK1907007911",20-7-2019 0:00:00,$1913.00,$3968.00,$3671.00
"JK1907007035",18-7-2019 0:00:00,$1908.00,$3963.00,$14918.00
"JK1907007034",18-7-2019 0:00:00,$1909.00,$3964.00,$4313.00
"JK1907007033",18-7-2019 0:00:00,$1910.00,$3965.00,$15384.00
"JK1907006622",17-7-2019 0:00:00,$1906.00,$3961.00,$24825.00
"JK1907006621",17-7-2019 0:00:00,$1907.00,$3962.00,$26806.00
"JK1907005470",14-7-2019 0:00:00,$1902.00,$3957.00,$12820.00
"JK1907004113",11-7-2019 0:00:00,$1900.00,$3955.00,$101539.00
"JJK1907004112",11-7-2019 0:00:00,$1901.00,$3956.00,$3956.00
"JK1907002524",3-7-2019 0:00:00,$1892.00,$3947.00,$15384.00
"JK1907001989",6-7-2019 0:00:00,$1893.00,$3948.00,$2564.00
"JK1907001618",5-7-2019 0:00:00,$1890.00,$3945.00,$17365.00
"JK1907001617",5-7-2019 0:00:00,$1888.00,$3943.00,$4896.00
"JK1907001229",4-7-2019 0:00:00,$1886.00,$3941.00,$9324.00
"JK1907001228",4-7-2019 0:00:00,$1887.00,$3942.00,$3671.00
"JK1907001227",4-7-2019 0:00:00,$1873.00,$3928.00,$3916.00
"JK1907000856",3-7-2019 0:00:00,$1882.00,$3937.00,$5548.00
"JK1907000855",3-7-2019 0:00:00,$1881.00,$3936.00,$10988.00
"JK1907000854",3-7-2019 0:00:00,$1880.00,$3935.00,$28663.00
"JK1907000853",3-7-2019 0:00:00,$1879.00,$3934.00,$10490.00
"JK1907000536",2-7-2019 0:00:00,$1872.00,$3927.00,$28089.00
"MD1907800427",31-7-2019 0:00:00,$1942.00,$3997.00,$714.00
"JK1906012734",28-6-2019 0:00:00,$1860.00,$3915.00,$15384.00
"JK1906012287",27-6-2019 0:00:00,$1861.00,$3916.00,$4896.00
"JK1906011789",26-6-2019 0:00:00,$1855.00,$3910.00,$3916.00
"JK1906011372",25-6-2019 0:00:00,$1858.00,$3913.00,$78205.00
"JK1906010929",24-6-2019 0:00:00,$1856.00,$3911.00,$2564.00
"JK1906009947",22-6-2019 0:00:00,$1853.00,$3908.00,$3379.00
"JK1906009409",21-6-2019 0:00:00,$1852.00,$3907.00,$15384.00
"JK1906009408",21-6-2019 0:00:00,$1844.00,$3899.00,$4896.00
"JK1906008366",19-6-2019 0:00:00,$1845.00,$3900.00,$9324.00
"JK1906008365",19-6-2019 0:00:00,$1847.00,$3902.00,$61538.00
"JK1906007956",18-6-2019 0:00:00,$1842.00,$3897.00,$11888.00
"JK1906007922",18-6-2019 0:00:00,$1843.00,$3898.00,$3671.00
"JK1906007549",17-6-2019 0:00:00,$1839.00,$3894.00,$24825.00
"JK1906007548",17-6-2019 0:00:00,$1834.00,$3889.00,$3916.00
"JK1906006472",15-6-2019 0:00:00,$1836.00,$3891.00,$3379.00
"JK1906005938",13-6-2019 0:00:00,$1833.00,$3888.00,$15384.00
"JK1906005023",12-6-2019 0:00:00,$1831.00,$3886.00,$6962.00
"JK190600466",11-6-2019 0:00:00,$1827.00,$3882.00,$3916.00
"JK1906004290",10-6-2019 0:00:00,$1822.00,$3877.00,$9324.00
"JK1906004289",10-6-2019 0:00:00,$1824.00,$3879.00,$1864.00
"JK1906004288",10-6-2019 0:00:00,$1823.00,$3878.00,$4460.00
"JK1906003859",9-6-2019 0:00:00,$1821.00,$3876.00,$61538.00
"JK1906003222",8-6-2019 0:00:00,$1819.00,$3874.00,$11888.00
"JK1906003221",8-6-2019 0:00:00,$1820.00,$3875.00,$8741.00
"JK1906002780",7-6-2019 0:00:00,$1814.00,$3869.00,$8741.00
"JK1906002682",7-6-2019 0:00:00,$1815.00,$3870.00,$4896.00
"JK1906002361",6-6-2019 0:00:00,$1812.00,$3867.00,$15384.00
"JK1906001579",4-6-2019 0:00:00,$1810.00,$3865.00,$12742.00
"JK1906001578",4-6-2019 0:00:00,$1811.00,$3866.00,$2798.00
"JK1906001577",4-6-2019 0:00:00,$1809.00,$3864.00,$18384.00
"JK1906001350",3-6-2019 0:00:00,$1804.00,$3859.00,$11532.00
"JK1906000931",31-5-2019 0:00:00,$1797.00,$3852.00,$1183.00
"JK1906000288",1-6-2019 0:00:00,$1799.00,$3854.00,$4896.00
"JK1906000287",1-6-2019 0:00:00,$1798.00,$3853.00,$2856.00
"JK1905011947",30-5-2019 0:00:00,$1787.00,$3842.00,$61538.00
"JK1905011946",30-5-2019 0:00:00,$1768.00,$3823.00,$28895.00
"JK1905010112",26-5-2019 0:00:00,$1778.00,$3833.00,$4616.00
"JK1905010111",26-5-2019 0:00:00,$1779.00,$3834.00,$24942.00
"JK1925010110",26-5-2019 0:00:00,$1777.00,$3832.00,$4896.00
"JK1905010109",26-5-2019 0:00:00,$1770.00,$3825.00,$34732.00
"JK1905012146",30-5-2019 0:00:00,$1767.00,$3822.00,$12384.00
"JK1905009038",24-5-2019 0:00:00,$1767.00,$3822.00,$28895.00
"JK1905008647",23-5-2019 0:00:00,$1766.00,$3821.00,$21212.00
"JK1905008318",22-5-2019 0:00:00,$1756.00,$3811.00,$15384.00
"JK1905006147",16-5-2019 0:00:00,$1746.00,$3801.00,$15384.00
"JK1905005687",15-5-2019 0:00:00,$1745.00,$3800.00,$27196.00
"JK1905005076",13-5-2019 0:00:00,$1740.00,$3795.00,$78205.00
"JK1905004230",11-5-2019 0:00:00,$1727.00,$3782.00,$5555.00
"JK1905003619",10-5-2019 0:00:00,$1727.00,$3782.00,$5555.00
"JK1905004051",11-5-2019 0:00:00,$1737.00,$3792.00,$5657.00
"JK1905003620",10-5-2019 0:00:00,$1735.00,$3790.00,$21212.00
"JK1905003149",9-5-2019 0:00:00,$1731.00,$3786.00,$15384.00
"JK1905002709",8-5-2019 0:00:00,$1728.00,$3783.00,$3418.00
"JK1905003884",10-5-2019 0:00:00,$1726.00,$3781.00,$3418.00
"JK1905003554",10-5-2019 0:00:00,$1726.00,$3781.00,$3418.00
"JK1904005476",16-4-2019 0:00:00,$1686.00,$3741.00,$10384.00
"JK1904005803",17-4-2019 0:00:00,$1689.00,$3744.00,$12588.00
"JK1905002158",7-5-2019 0:00:00,$1722.00,$3777.00,$21212.00
"JK1905001465",5-5-2019 0:00:00,$1719.00,$3774.00,$22378.00
"JK1905001464",5-5-2019 0:00:00,$1718.00,$3773.00,$38986.00
"JK1905000698",3-5-2019 0:00:00,$1715.00,$3770.00,$78205.00
"JK1905000697",3-5-2019 0:00:00,$1714.00,$3769.00,$4569.00
"JK1905000457",2-5-2019 0:00:00,$1713.00,$3768.00,$10384.00
"JK1904007480",22-4-2019 0:00:00,$1693.00,$3748.00,$10384.00
"JK19804007687",23-4-2019 0:00:00,$1692.00,$3747.00,$18492.00
"JJK1904007688",23-4-2019 0:00:00,$1695.00,$3750.00,$3076.00
"JK1904007689",23-4-2019 0:00:00,$1698.00,$3753.00,$2798.00
"JK1904007690",23-4-2019 0:00:00,$1699.00,$3754.00,$26923.00
"JK190400839",25-4-2019 0:00:00,$1697.00,$3752.00,$1818.00
"JK1904008971",27-4-2019 0:00:00,$1707.00,$3762.00,$78205.00
"QCNS0084591920",10-9-2019 0:00:00,$1966.00,$4021.00,$15859.00
"QCNS008591920",11-9-2019 0:00:00,$1977.00,$4032.00,$7930.00
"BCUP19RV-0025727",6-9-2019 0:00:00,$2018.00,$4073.00,$3213.00
