"ROCode","RONo","PayDate","PayAmt","PayMode","ChqNo","BankName"
$2187.00,$4242.00,12-12-2019 0:00:00,$1785.00,"CHEQUE","342452","KARNATAKA BANK LTD."
$2188.00,$4243.00,12-12-2019 0:00:00,$1499.00,"CHEQUE","342453","KARNATAKA BANK LTD."
$2189.00,$4244.00,30-12-2019 0:00:00,$8251.00,"CHEQUE","342455","KARNATAKA BANK LTD. "
$2194.00,$4249.00,14-11-2019 0:00:00,$700.00,"CHEQUE","342462","KARNATAKA BANK LTD."
$2195.00,$4250.00,14-11-2019 0:00:00,$2142.00,"","GS ACCOUNT","ADJUST IN MY G L ACCOUNT"
$2192.00,$4247.00,17-12-2019 0:00:00,$2485.00,"CHEQUE","342464","KARNATAKA BANK LTD."
$2197.00,$4252.00,1-1-2020 0:00:00,$17948.00,"CHEQUE","342465","KARNATAKA BANK LTD."
$2198.00,$4253.00,1-1-2020 0:00:00,$14714.00,"CHEQUE","342466","KARNATAKA BANK LTD."
$2199.00,$4254.00,16-12-2019 0:00:00,$4271.00,"CHEQUE","342469","KARNATAKA BANK LTD."
$2200.00,$4255.00,16-11-2019 0:00:00,$854.00,"CHEQUE","342470","KARNATAKA BANK LTD."
$2202.00,$4257.00,1-1-2020 0:00:00,$8158.00,"CHEQUE","342471","KARNATAKA BANK LTD."
$2203.00,$4258.00,1-1-2020 0:00:00,$101538.00,"CHEQUE","342473","KARNATAKA BANK LTD."
$2201.00,$4256.00,1-1-2020 0:00:00,$5128.00,"CHEQUE","342475","KARNATAKA BANK LTD."
$2204.00,$4259.00,17-12-2019 0:00:00,$13666.00,"CHEQUE","342476","KARNATAKA BANK LTD."
$2205.00,$4260.00,2-1-2020 0:00:00,$19930.00,"CHEQUE","342477","KARNATAKA BANK LTD."
$2206.00,$4261.00,2-1-2020 0:00:00,$6876.00,"CHEQUE","342480","KARNATAKA BANK LTD."
$2207.00,$4262.00,4-1-2020 0:00:00,$12237.00,"CHEQUE","342481","KARNATAKA BANK LTD."
$2208.00,$4263.00,4-1-2020 0:00:00,$13519.00,"CHEQUE","342482","KARNATAKA BANK LTD."
$2209.00,$4264.00,4-1-2020 0:00:00,$19813.00,"CHEQUE","342483","KARNATAKA BANK LTD."
$2210.00,$4265.00,3-1-2020 0:00:00,$17948.00,"CHEQUE","342484","KARNATAKA BANK LTD."
$2211.00,$4266.00,5-1-2020 0:00:00,$5594.00,"CHEQUE","342486","KARNATAKA BANK LTD."
$2212.00,$4267.00,30-12-2019 0:00:00,$21456.00,"CHEQUE","352487","KARNATAKA BANK LTD."
$2213.00,$4268.00,9-4-2020 0:00:00,$11894.00,"CHEQUE","342488","KARNATAKA BANK LTD."
$2215.00,$4270.00,22-11-2019 0:00:00,$2083.00,"CHEQUE","342489","KARNATAKA BANK LTD."
$2216.00,$4271.00,8-1-2020 0:00:00,$19930.00,"CHEQUE","342491","KARNATAKA BANK LTD."
$2217.00,$4272.00,8-1-2020 0:00:00,$5128.00,"CHEQUE","323492","KARNATAKA BANK LTD. "
$2219.00,$4274.00,23-11-2019 0:00:00,$854.00,"CHEQUE","342493","KARNATAKA BANK LTD."
$2220.00,$4275.00,23-11-2019 0:00:00,$513.00,"CHEQUE","342494","KARNATAKA BANK LTD."
$2221.00,$4276.00,23-11-2019 0:00:00,$714.00,"CHEQUE","342495","KARNATAKA BAK LTD."
$2223.00,$4278.00,10-1-2020 0:00:00,$8251.00,"CHEQUE","342498","KARNATAKA BANK LTD."
$2224.00,$4279.00,9-1-2020 0:00:00,$7459.00,"CHEQUE","352499","KARNATAKA BANK LTD."
$2226.00,$4281.00,2-4-2020 0:00:00,$11894.00,"CHEQUE","342503","KARNATAKA BANK LTD."
$2227.00,$4282.00,10-1-2020 0:00:00,$17948.00,"CHEQUE","342504","KARNATAKA BANK LTD."
$2228.00,$4283.00,27-11-2019 0:00:00,$6696.00,"CHEQUE","342505","KARNATAKA BANK LTD."
$2229.00,$4284.00,12-1-2020 0:00:00,$1864.00,"CHEQUE","348506","KARNATAKA BANK LTD."
$2222.00,$4277.00,2-4-2020 0:00:00,$11894.00,"CHEQUE","507342","KARNATAKA BANK LTD."
$2154.00,$4209.00,19-12-2019 0:00:00,$21240.00,"CHEQUE","342508","KARNATAKA BANK LTD."
$2232.00,$4287.00,24-1-2020 0:00:00,$7080.00,"CHEQUE","342510","KARNATAKA BANK LTD."
$2193.00,$4248.00,4-1-2020 0:00:00,$14160.00,"CHEQUE","342509","KARNATAKA BANK  LTD."
$2233.00,$4288.00,15-1-2020 0:00:00,$17948.00,"CHEQUE","342512","KARNATAKA BANK LTD."
$2225.00,$4280.00,2-4-2020 0:00:00,$15859.00,"CHEQUE","342515","KARNATAKA BANK LTD."
$2235.00,$4290.00,12-3-2020 0:00:00,$5947.00,"CHEQUE","342516","KARNATAKA BANK LTD."
$2236.00,$4291.00,5-1-2020 0:00:00,$24097.00,"CHEQUE","342517","KARNATAKA BAK LTD."
$2237.00,$4292.00,30-11-2019 0:00:00,$1762.00,"CHEQUE","342525","KARNATAKA BANK LTD."
$2196.00,$4251.00,30-11-2019 0:00:00,$2800.00,"CHEQUE","342527","KARNATAKA BANN LTD."
$2214.00,$4269.00,20-11-2019 0:00:00,$1400.00,"CHEQUE","342528","KARNATAKA BANK LTD."
$2238.00,$4293.00,30-1-2020 0:00:00,$24230.00,"CHEQUE","342529","KARNATAKA BANK LTD."
$2239.00,$4294.00,30-1-2020 0:00:00,$19930.00,"CHEQUE","342530","KARNATAKA BANK LTD."
$2240.00,$4295.00,26-3-2020 0:00:00,$5947.00,"CHEQUE","342531","KARNATAKA BANK LTD."
$2242.00,$4297.00,26-3-2020 0:00:00,$3965.00,"CHEQUE","352533","KARNATAKA BANK LTD."
$2243.00,$4298.00,26-3-2020 0:00:00,$3965.00,"CHEQUE","352534","KARNATAKA BANK LTD."
$2245.00,$4300.00,26-3-2020 0:00:00,$1982.00,"CHEQUE","342536","KARNATAKA BANK LTD."
$2246.00,$4301.00,26-3-2020 0:00:00,$1982.00,"CHEQUE","342537","KARNTAKA BANK LTD."
$2241.00,$4296.00,2-4-2020 0:00:00,$5947.00,"CHEQUE","342438","KARNATKA BANK LTD."
$2244.00,$4299.00,26-1-2020 0:00:00,$2065.00,"CHEQUE","342535","KARNATAKA BANK LTD."
$2249.00,$4304.00,9-2-2020 0:00:00,$2065.00,"CHEQUE","342541","KARNATAKA BAK LTD."
$2251.00,$4306.00,30-1-2020 0:00:00,$24230.00,"CHEQUE","342544","KARNATAKA BANK LTD."
$2250.00,$4305.00,4-1-2020 0:00:00,$17850.00,"CHEQUE","342543","KARNATAKA BANK LTD."
$2252.00,$4307.00,5-12-2019 0:00:00,$3659.00,"CHEQUE","342545","KARNATAKA BANK LTD."
$2253.00,$4308.00,5-12-2019 0:00:00,$552.00,"CHEQUE","342546","KARNATAKA BANK LTD."
$2255.00,$4310.00,30-1-2020 0:00:00,$12237.00,"CHEQUE","342549","KARNATAKA BANK LTD."
$2256.00,$4311.00,30-1-2020 0:00:00,$11217.00,"CHEQUE","342564","KARNATAKA BANK LTD."
$2257.00,$4312.00,30-1-2020 0:00:00,$7138.00,"CHEQUE","342567","KARNATAKA BANK LTD."
$2258.00,$4313.00,10-1-2020 0:00:00,$4284.00,"CHEQUE","342568","KARNATAKA BANK LTD."
$2259.00,$4314.00,30-1-2020 0:00:00,$18006.00,"CHEQUE","342569","KARNATAKA BANK LTD."
$2262.00,$4317.00,30-1-2020 0:00:00,$24230.00,"CHEQUE","342571","KARNATAKA BANK LTD"
$2263.00,$4318.00,10-12-2019 0:00:00,$1708.00,"CHEQUE","342572","KARNATAKA BANK LTD."
$2264.00,$4319.00,30-1-2020 0:00:00,$11188.00,"CHEQUE","342573","KARNATAKA BANK LTD."
$2266.00,$4321.00,30-1-2020 0:00:00,$13257.00,"CHEQUE","342575","KARNATAKA BANK LTD."
$2265.00,$4320.00,30-1-2020 0:00:00,$14646.00,"CHEQUE","342574","KARNATAKA BANK LTD."
$2269.00,$4324.00,30-1-2020 0:00:00,$18706.00,"CHEQUE","342585","KARNATAKA BANK LTD"
$2218.00,$4273.00,23-11-2019 0:00:00,$2142.00,"","GL ACCOUNT","ADJUST IN G L ACOUNT"
$2231.00,$4286.00,27-11-2019 0:00:00,$2142.00,"","G L ACOUNT","ADJUST IN G L ACCOUNT"
$2260.00,$4315.00,9-12-2019 0:00:00,$2142.00,"CASH","GL ACCOUNT","ADJUST IN MY G L ACCOUNT"
$2271.00,$4326.00,12-12-2019 0:00:00,$2142.00,"","G L ACCOUNT","ADJUST IN G L ACCOUNT"
$2272.00,$4327.00,30-1-2020 0:00:00,$10314.00,"CHEQUE","342586","KARNATAKA BANK LTD."
$2273.00,$4328.00,30-1-2020 0:00:00,$10314.00,"CHEQUE","342588","KARNATAKA BANK LTD"
$2274.00,$4329.00,30-1-2020 0:00:00,$4545.00,"CHEQUE","342589","KARNATAKA BANK LTD."
$2275.00,$4330.00,25-2-2020 0:00:00,$12390.00,"CHEQUE","342590","KARNATAKA BANK LTD."
$2277.00,$4332.00,30-1-2020 0:00:00,$4895.00,"CHEQUE","342594","KARNATAKA BANK LTD."
$2278.00,$4333.00,30-1-2020 0:00:00,$19930.00,"CHEQUE","342595","KARNATAKA BANK LTD."
$2279.00,$4334.00,14-12-2019 0:00:00,$1708.00,"CHEQUE","342596","KARNTAKA BANK LTD"
$2247.00,$4302.00,2-3-2020 0:00:00,$5239.00,"CHEQUE","342597","KARNATAKA BANK LTD."
$2280.00,$4335.00,16-12-2019 0:00:00,$1708.00,"CHEQUE","342597","KARNATAKA BANK LTD."
$2268.00,$4323.00,11-12-2019 0:00:00,$1623.00,"CHEQUE","342599","KARNATAKA BANK LTD."
$2281.00,$4336.00,1-2-2020 0:00:00,$18706.00,"CHEQUE","342600","KARNATAKA BANK LTD."
$2282.00,$4337.00,1-2-2020 0:00:00,$6961.00,"CHEQUE","342601","KARNATAKA BANK LTD."
$2283.00,$4338.00,1-2-2020 0:00:00,$11188.00,"CHEQUE","342603","KARNATAKA BANK LTD."
$2276.00,$4331.00,30-4-2020 0:00:00,$11894.00,"CHEQUE","342604","KARNATAKA BANK LTD."
$2284.00,$4339.00,1-2-2020 0:00:00,$24230.00,"CHEQUE","342605","KARNATAKA BANK LTD."
$2287.00,$4342.00,30-12-2019 0:00:00,$1361.00,"CHEQUE","342653","KARNATAKA BANK LTD."
$2478.00,$4533.00,27-2-2020 0:00:00,$1708.00,"CHEQUE","1708","KARNATAKA BANK LTD."
$2285.00,$4340.00,2-2-2020 0:00:00,$6961.00,"CHEQUE","342607","KARNATAKA BANK LTD."
$2286.00,$4341.00,3-2-2020 0:00:00,$10314.00,"CHEQUE","342608","KARNATAKA BANK LTD."
$2290.00,$4345.00,19-1-2020 0:00:00,$10249.00,"CHEQUE","342612","KARNATAKA BANK LTD."
$2291.00,$4346.00,2-2-2020 0:00:00,$35256.00,"CHEQUE","342613","KARNTAKA BANK LTD."
$2293.00,$4348.00,5-2-2020 0:00:00,$3916.00,"CHEQUE","342618","KARNATAKA BANK LTD."
$2294.00,$4349.00,5-2-2020 0:00:00,$14646.00,"CHEQUE","342622","KARNATAKA BANK LTD."
$2295.00,$4350.00,5-2-2020 0:00:00,$13257.00,"CHEQUE","342623","KARNATAKA BANK LTD."
$2296.00,$4351.00,6-2-2020 0:00:00,$24230.00,"CHEQUE","342624","KARNATAKA BANK LTD."
$2298.00,$4353.00,1-2-2020 0:00:00,$31237.00,"CHEQUE","342625","KARNATAKA BANK LTD."
$2299.00,$4354.00,24-1-2020 0:00:00,$81935.00,"CHEQUE","342626","KARNATAKA BANK LTD."
$2300.00,$4355.00,23-12-2019 0:00:00,$1869.00,"CHEQUE","342627","KARNATAKA BANK LTD."
$2301.00,$4356.00,16-4-2020 0:00:00,$3965.00,"CHEQUE","342628","KARNATAKA BANK LTD."
$2302.00,$4357.00,15-2-2020 0:00:00,$2065.00,"CHEQUE","342629","KARNATAKA BANK LTD."
$2303.00,$4358.00,7-3-2020 0:00:00,$10478.00,"CHEQUE","342631","KARNATAKA BANK LTD."
$2304.00,$4359.00,29-2-2020 0:00:00,$2620.00,"CHEQUE","342632","KARNATAKA BANK LTD."
$2305.00,$4360.00,9-2-2020 0:00:00,$19930.00,"CHEQUE","342633","KARNATAKA BANK LTD."
$2306.00,$4361.00,11-2-2020 0:00:00,$24230.00,"CHEQUE","342634","KARNATAKA BANK LTD."
$2307.00,$4362.00,10-2-2020 0:00:00,$6961.00,"CHEQUE","342635","KARNATAKA BANK LTD."
$2308.00,$4363.00,24-12-2019 0:00:00,$2182.00,"NEFT / RTGS","342630","KARNATAKA BANK LTD."
$2309.00,$4364.00,10-2-2020 0:00:00,$11188.00,"CHEQUE","342637","KARNATAKA BANK LTD."
$2288.00,$4343.00,19-12-2019 0:00:00,$2142.00,"CHEQUE","342615","KARNATAKA BANK LTD."
$2312.00,$4367.00,26-12-2019 0:00:00,$2142.00,"CASH","","ADJUST IN GL ACCOUNT"
$2313.00,$4368.00,11-2-2020 0:00:00,$3916.00,"CHEQUE","342638","KARNATAKA BANK LTD"
$2314.00,$4369.00,11-2-2020 0:00:00,$10314.00,"CHEQUE","342639","KARNATAKA BANK LTD."
$2316.00,$4371.00,13-2-2020 0:00:00,$7138.00,"CHEQUE","342642","KARNATAKA BANK LTD."
$2315.00,$4370.00,13-2-2020 0:00:00,$11217.00,"CHEQUE","342643","KARNATAKA BANK LTD."
$2317.00,$4372.00,12-2-2020 0:00:00,$4545.00,"CHEQUE","342644","KARNATAKA BANK LTD."
$2318.00,$4373.00,12-2-2020 0:00:00,$10314.00,"CHEQUE","342645","KARNATAKA BANK LTD."
$2319.00,$4374.00,29-1-2020 0:00:00,$6833.00,"CHEQUE","342648","KARNATAKA BANK LTD."
$2320.00,$4375.00,30-4-2020 0:00:00,$15859.00,"CHEQUE","342649","KARNATAKA BANK LTD."
$2321.00,$4376.00,13-2-2020 0:00:00,$4895.00,"CHEQUE","342650","KARNATAKA BANK LTD."
$2322.00,$4377.00,30-1-2020 0:00:00,$22134.00,"CHEQUE","342651","KARNATAKA BANK LTD."
$2323.00,$4378.00,30-4-2020 0:00:00,$11894.00,"CHEQUE","342652","KARNATAKA BANK LTD."
$2287.00,$4342.00,30-12-2019 0:00:00,$245.00,"","","ADJUST IN DAINIK JAGRAN AMOUNT"
$2190.00,$4245.00,19-1-2020 0:00:00,$21240.00,"CHEQUE","342655","KARNATAKA BANK LTD."
$2261.00,$4316.00,4-2-2020 0:00:00,$14160.00,"CHEQUE","342656","KARNATAKA BANK LTD."
$2289.00,$4344.00,24-2-2020 0:00:00,$7080.00,"CHEQUE","342657","KARNATAKA BANK LTD."
$2327.00,$4382.00,17-1-2020 0:00:00,$19930.00,"CHEQUE","342662","KARNATAKA BANK LTD."
$2328.00,$4383.00,17-1-2020 0:00:00,$11421.00,"CHEQUE","342663","KARNATAKA BANK LTD."
$2329.00,$4384.00,17-1-2020 0:00:00,$17948.00,"CHEQUE","342664","KARNATAKA BANK LTD"
$2326.00,$4381.00,17-1-2020 0:00:00,$12115.00,"CHEQUE","342661","KARNATAKA BANK LTD."
$2292.00,$4347.00,19-1-2020 0:00:00,$4969.00,"CHEQUE","342666","KARNATAKA BANK LTD."
$2331.00,$4386.00,1-2-2020 0:00:00,$2409.00,"CHEQUE","342667","KARNATAKA BANK LTD."
$2333.00,$4388.00,29-2-2020 0:00:00,$4895.00,"CHEQUE","342670","KARNATAKA BANK LTD."
$2334.00,$4389.00,29-2-2020 0:00:00,$36346.00,"CHEQUE","342671","KARNATAKA BANK LTD."
$2332.00,$4387.00,3-1-2020 0:00:00,$520.00,"CHEQUE","342672","KARNATAKA BANK LTD."
$2335.00,$4390.00,4-1-2020 0:00:00,$1428.00,"CHEQUE","342678","KARNATAKA BANK LTD"
$2325.00,$4380.00,15-2-2020 0:00:00,$6961.00,"CHEQUE","748858","KARNATAKA BANK LTD."
$2336.00,$4391.00,29-2-2020 0:00:00,$19930.00,"CHEQUE","342677","KARNATAKA BANK LTD."
$2337.00,$4392.00,6-5-2020 0:00:00,$11894.00,"CHEQUE","342658","KARNATAKA BANK LTD."
$2340.00,$4395.00,30-4-2020 0:00:00,$3965.00,"CHEQUE","342680","KARNATAKA BANK LTD."
$2341.00,$4396.00,7-2-2020 0:00:00,$4284.00,"CHEQUE","342681","KARNATAKA BANK LTD."
$2330.00,$4385.00,2-1-2020 0:00:00,$5000.00,"NEFT / RTGS","342669","KARNATAKA BANK LTD."
$2338.00,$4393.00,20-5-2020 0:00:00,$7930.00,"CHEQUE","342682","KARNATAKA BANK LTD."
$2346.00,$4401.00,8-1-2020 0:00:00,$2867.00,"CHEQUE","342696","KARNATAKA BANK LTD."
$2347.00,$4402.00,29-2-2020 0:00:00,$24230.00,"CHEQUE","342697","KARNATAKA BANK LTD."
$2348.00,$4403.00,29-2-2020 0:00:00,$10314.00,"CHEQUE","342698","KARNATAKA BANK LTD."
$2349.00,$4404.00,29-2-2020 0:00:00,$3916.00,"CHEQUE","342699","KARNATAKA BANK LTD."
$2350.00,$4405.00,6-4-2020 0:00:00,$10478.00,"CHEQUE","748702","KARNATAKA BANK LTD."
$2352.00,$4407.00,27-5-2020 0:00:00,$11894.00,"CHEQUE","748704","KARNATAKA BANK LTD."
$2353.00,$4408.00,29-2-2020 0:00:00,$11188.00,"CHEQUE","748708","KARNATAKA BANK LTD."
$2355.00,$4410.00,29-2-2020 0:00:00,$13257.00,"CHEQUE","748711","KARNATAKA BANK LTD."
$2356.00,$4411.00,29-2-2020 0:00:00,$14646.00,"CHEQUE","748713","KARNATAKA BANK LTD."
$2354.00,$4409.00,29-2-2020 0:00:00,$12115.00,"CHEQUE","718714","KARNATAKA BANK LTD."
$2357.00,$4412.00,11-1-2020 0:00:00,$854.00,"CHEQUE","748715","KARNATAKA BANK LTD"
$2358.00,$4413.00,29-2-2020 0:00:00,$18706.00,"CHEQUE","748716","KARNATAKA BANK LTD"
$2359.00,$4414.00,29-2-2020 0:00:00,$4545.00,"CHEQUE","748718","KARNATAKA BANK LTD,"
$2360.00,$4415.00,29-2-2020 0:00:00,$10314.00,"CHEQUE","748719","KARNATAKA BANK LTD."
$2361.00,$4416.00,14-2-2020 0:00:00,$13302.00,"CHEQUE","748720","KARNATAKA BANK LTD."
$2362.00,$4417.00,1-3-2020 0:00:00,$6961.00,"CHEQUE","748721","KARNATAKA BANK LTD."
$2363.00,$4418.00,1-3-2020 0:00:00,$12115.00,"CHEQUE","748722","KARNATAKA BANK LTD"
$2364.00,$4419.00,1-3-2020 0:00:00,$19930.00,"CHEQUE","748723","KARNATAKA BANK LTD."
$2367.00,$4422.00,29-2-2020 0:00:00,$10314.00,"CHEQUE","748724","KARNATAKA BANK LTD."
$2368.00,$4423.00,1-3-2020 0:00:00,$5419.00,"CHEQUE","748730","KARNATAKA BANK LTD."
$2369.00,$4424.00,4-3-2020 0:00:00,$18706.00,"CHEQUE","748731","KARNATAKA BANK LTD."
$2370.00,$4425.00,4-3-2020 0:00:00,$11188.00,"CHEQUE","748732","KARNATAKA BANK LTD."
$2339.00,$4394.00,17-1-2020 0:00:00,$3097.00,"NEFT / RTGS","342685","KARNATAKA BANK LTD."
$2351.00,$4406.00,17-1-2020 0:00:00,$12390.00,"CHEQUE","748703","KARNATATAKA BANK LTD."
$2371.00,$4426.00,3-3-2020 0:00:00,$12115.00,"CHEQUE","748738","KARNATAKA BANK LTD."
$2372.00,$4427.00,3-3-2020 0:00:00,$6961.00,"CHEQUE","748739","KARNATAKA BANK LTD."
$2373.00,$4428.00,27-5-2020 0:00:00,$15859.00,"CHEQUE","748742","KARNATAKA BANK LTD."
$2378.00,$4433.00,19-2-2020 0:00:00,$4270.00,"CHEQUE","748744","KARNATAKA BANK LTD."
$2379.00,$4434.00,18-1-2020 0:00:00,$854.00,"CHEQUE","748745","KARNATAKA BANK LTD."
$2380.00,$4435.00,5-3-2020 0:00:00,$4895.00,"CHEQUE","748746","KARNATAKA BANK LTD."
$2381.00,$4436.00,4-3-2020 0:00:00,$10314.00,"CHEQUE","748747","KARNATAKA BANK LTD."
$2382.00,$4437.00,4-3-2020 0:00:00,$12115.00,"CHEQUE","748748","KARNATAKA BANK LTD."
$2383.00,$4438.00,20-1-2020 0:00:00,$1708.00,"CHEQUE","748750","KARNATAKA BANK LTD."
$2384.00,$4439.00,7-3-2020 0:00:00,$12115.00,"CHEQUE","748751","KARNATAKA BANK LTD"
$2385.00,$4440.00,7-3-2020 0:00:00,$13257.00,"CHEQUE","748752","KARNATAKA BANK LTD"
$2386.00,$4441.00,7-3-2020 0:00:00,$14646.00,"CHEQUE","748753","KARNATAKA BANK LTD."
$2387.00,$4442.00,7-3-2020 0:00:00,$6961.00,"CHEQUE","748754","KARNATAKA BANK LTD."
$2388.00,$4443.00,6-3-2020 0:00:00,$3613.00,"CHEQUE","748755","KARNATAKA BANK LTD."
$2391.00,$4446.00,22-2-2020 0:00:00,$13302.00,"CHEQUE","748757","KARNATAKA BANK LTD."
$2390.00,$4445.00,25-2-2020 0:00:00,$69464.00,"CHEQUE","748758","KARNATAKA BANK LTD."
$2392.00,$4447.00,9-2-2020 0:00:00,$3245.00,"CHEQUE","748760","KARNATAKA BANK LTD."
$2393.00,$4448.00,23-2-2020 0:00:00,$2297.00,"CHEQUE","748762","KARNATAKA BANK LTD."
$2394.00,$4449.00,8-3-2020 0:00:00,$3916.00,"CHEQUE","748763","KARNATAKA BANK LTD."
$2395.00,$4450.00,9-3-2020 0:00:00,$12115.00,"CHEQUE","748764","KARNATAKA BANK LTD"
$2396.00,$4451.00,23-2-2020 0:00:00,$4969.00,"CHEQUE","748765","KARNATAKA BANK LTD."
$2297.00,$4352.00,19-2-2020 0:00:00,$21240.00,"CHEQUE","748773","KARNATAKA BANK LTD."
$2342.00,$4397.00,4-2-2020 0:00:00,$14160.00,"CHEQUE","748771","KARNATAKA BANK LTD."
$2397.00,$4452.00,24-3-2020 0:00:00,$7080.00,"CHEQUE","748772","KARNATAKA BANK LTD."
$2398.00,$4453.00,24-2-2020 0:00:00,$2678.00,"CHEQUE","748774","KARNATAKA BANK LTD."
$2399.00,$4454.00,5-5-2020 0:00:00,$10478.00,"CHEQUE","748775","KARNATAKA BANK LTD."
$2400.00,$4455.00,11-3-2020 0:00:00,$19930.00,"CHEQUE","748776","KARNATAKA BANK LTD."
$2401.00,$4456.00,14-3-2020 0:00:00,$6961.00,"CHEQUE","748777","KARNATAKA BANK LTD."
$2402.00,$4457.00,13-2-2020 0:00:00,$11188.00,"CHEQUE","748778","KARNATAKA BANK LTD."
$2403.00,$4458.00,26-2-2020 0:00:00,$1767.00,"CHEQUE","748779","KARNATAKA BANK LTD."
$2404.00,$4459.00,12-3-2020 0:00:00,$9090.00,"CHEQUE","748780","KARNATAKA BANK LTD."
$2405.00,$4460.00,13-3-2020 0:00:00,$10314.00,"CHEQUE","748782","KARNATAKA BANK LTD."
$2406.00,$4461.00,13-3-2020 0:00:00,$10314.00,"CHEQUE","748782","KARNATAKA BANK LTD."
$2407.00,$4462.00,14-3-2020 0:00:00,$4545.00,"CHEQUE","748783","KARNATAKA BANK LTD."
$2408.00,$4463.00,14-3-2020 0:00:00,$10314.00,"CHEQUE","748784","KARNATAKA BANK LTD."
$2409.00,$4464.00,13-5-2020 0:00:00,$5947.00,"CHEQUE","748786","KARNATAKA BANK LTD."
$2410.00,$4465.00,28-1-2020 0:00:00,$504.00,"CHEQUE","748787","KARNATAKA BANK LTD."
$2412.00,$4467.00,27-5-2020 0:00:00,$5947.00,"CHEQUE","748792","KARNATAKA BANK LTD."
$2413.00,$4468.00,3-2-2020 0:00:00,$9293.00,"NEFT / RTGS","748793","KARNATAKA BANK LTD."
$2414.00,$4469.00,26-6-2020 0:00:00,$15859.00,"CHEQUE","748794","KARNATAKA BANK LTD."
$2415.00,$4470.00,12-6-2020 0:00:00,$11894.00,"CHEQUE","748795","KARNATAKA BANK LTD."
$2345.00,$4400.00,31-1-2020 0:00:00,$1652.00,"CHEQUE","748796","KARNATAKA BANK LTD. "
$2416.00,$4471.00,30-3-2020 0:00:00,$19930.00,"CHEQUE","748797","KARNATAKA BANK LTD."
$2417.00,$4472.00,30-3-2020 0:00:00,$12115.00,"CHEQUE","748798","KARNATAKA BANK LTD."
$2418.00,$4473.00,30-3-2020 0:00:00,$10314.00,"CHEQUE","748799","KARNATAKA BANK LTD."
$2419.00,$4474.00,30-3-2020 0:00:00,$13257.00,"CHEQUE","748800","KARNATAKA BANK LTD."
$2420.00,$4475.00,30-3-2020 0:00:00,$14646.00,"CHEQUE","748801","KARNATAKA BANK LTD,."
$2421.00,$4476.00,5-3-2020 0:00:00,$13302.00,"CHEQUE","748802","KARNATAKA BANK LTD."
$2422.00,$4477.00,30-3-2020 0:00:00,$4895.00,"CHEQUE","748803","KARNATAKA BANK LTD."
$2423.00,$4478.00,30-3-2020 0:00:00,$2797.00,"CHEQUE","748804","KARNATAKA BANK LTD."
$2424.00,$4479.00,30-3-2020 0:00:00,$9440.00,"CHEQUE","748805","KARNATAKA BANK LTD."
$2425.00,$4480.00,30-3-2020 0:00:00,$11188.00,"CHEQUE","748807","KARNATAKA BANK LTD."
$2426.00,$4481.00,30-3-2020 0:00:00,$10314.00,"CHEQUE","748808","KARNATAKA BANK LTD."
$2428.00,$4483.00,30-3-2020 0:00:00,$4545.00,"CHEQUE","748810","KARNATAKA BANK LTD."
$2430.00,$4485.00,30-3-2020 0:00:00,$6961.00,"CHEQUE","748815","KARNATAKA BANK LTD. "
$2431.00,$4486.00,7-3-2020 0:00:00,$4284.00,"CHEQUE","748816","KARNATAKA BANK LTD"
$2427.00,$4482.00,30-3-2020 0:00:00,$2797.00,"CHEQUE","748817","KARNATAKA BANK LTD."
$2432.00,$4487.00,7-2-2020 0:00:00,$47113.00,"NEFT / RTGS","748819","KARNATAK BANK LTD"
$2433.00,$4488.00,30-3-2020 0:00:00,$3916.00,"CHEQUE","748822","KARNATAKA BANK LTD."
$2434.00,$4489.00,27-5-2020 0:00:00,$2974.00,"CHEQUE","748823","KARNATKA BANK LTD."
$2435.00,$4490.00,30-3-2020 0:00:00,$12115.00,"CHEQUE","748824","KARNATAKA BANK LTD. "
$2436.00,$4491.00,14-3-2020 0:00:00,$98175.00,"CHEQUE","748825","KARNATAKA BANK LTD."
$2437.00,$4492.00,30-3-2020 0:00:00,$6961.00,"CHEQUE","748828","KARNATAKA BANK LTD."
$2438.00,$4493.00,27-5-2020 0:00:00,$1982.00,"CHEQUE","748829","KARNATAKA BANK LTD"
$2440.00,$4495.00,30-3-2020 0:00:00,$5710.00,"CHEQUE","748832","KARNATAKA BANK LTD"
$2479.00,$4534.00,12-4-2020 0:00:00,$12115.00,"CHEQUE","748888","KARNATAKA BANK LTD."
$2441.00,$4496.00,30-3-2020 0:00:00,$8974.00,"CHEQUE","748833","KARNATAKA BANK LTD."
$2443.00,$4498.00,30-3-2020 0:00:00,$19930.00,"CHEQUE","748842","KARNATAKA BANK LTD."
$2444.00,$4499.00,16-3-2020 0:00:00,$1901.00,"CHEQUE","748843","KARNATAKA BANK LTD"
$2445.00,$4500.00,16-3-2020 0:00:00,$5877.00,"CHEQUE","748845","KARNATAKA BANK LTD"
$2446.00,$4501.00,30-3-2020 0:00:00,$33022.00,"CHEQUE","748846","KARNATAKA BANK LTD"
$2449.00,$4504.00,17-2-2020 0:00:00,$6195.00,"NEFT / RTGS","748847","KARNATAKA BANK LTD"
$2450.00,$4505.00,17-2-2020 0:00:00,$2065.00,"NEFT / RTGS","748848","KARNATAKA BANK LTD."
$2448.00,$4503.00,18-3-2020 0:00:00,$9773.00,"CHEQUE","748850","KARNATAKA BANK LTD"
